Network	Sample	Split	path	TF 	p-value	percent on path
Physical	embryos0-2hr	1	H	tin	5.04909E-27	59.65909091
Physical	embryos0-2hr	1	H	en	3.2633E-05	52.5
Physical	embryos0-2hr	1	H	bap	1.12843E-06	50.81967213
Physical	embryos0-2hr	1	H	Mad	4.04561E-05	48.97959184
Physical	embryos0-2hr	1	H	prd	1.61945E-33	48.65525672
Physical	embryos0-2hr	1	H	z	3.23426E-32	47.83653846
Physical	embryos0-2hr	1	H	shn	2.94536E-06	47.82608696
Physical	embryos0-2hr	1	H	bin	1.44477E-17	47.59825328
Physical	embryos0-2hr	1	H	tll	4.48111E-07	47.56097561
Physical	embryos0-2hr	1	H	Mef2	1.89843E-51	46.5248227
Physical	embryos0-2hr	1	H	Pc	1.94718E-29	45.06437768
Physical	embryos0-2hr	1	H	run	2.36538E-16	44.32234432
Physical	embryos0-2hr	1	H	gsb-n	3.71608E-15	44.2687747
Physical	embryos0-2hr	1	H	NELF-B	4.9512E-18	42.00542005
Physical	embryos0-2hr	1	H	bab1	3.75333E-26	40.7345576
Physical	embryos0-2hr	1	H	Nelf-E	9.49882E-11	40.66390041
Physical	embryos0-2hr	1	H	zfh1	2.89158E-06	39.85507246
Physical	embryos0-2hr	1	H	E(z)	1.48079E-18	39.42505133
Physical	embryos0-2hr	1	H	ph-p	8.4457E-17	39.3258427
Physical	embryos0-2hr	1	H	da	7.43967E-44	38.77192982
Physical	embryos0-2hr	1	H	bcd	4.33615E-08	38.53211009
Physical	embryos0-2hr	1	H	Dsp1	1.33138E-16	37.86407767
Physical	embryos0-2hr	1	H	hb	6.62139E-15	37.22334004
Physical	embryos0-2hr	1	H	Kr	3.00279E-32	37.01236917
Physical	embryos0-2hr	1	H	gt	6.64795E-06	36.81318681
Physical	embryos0-2hr	1	H	sxc	5.97612E-07	36.4806867
Physical	embryos0-2hr	1	H	EcR	0.000114386	36.05442177
Physical	embryos0-2hr	1	H	Trl	5.89956E-87	35.78859759
Physical	embryos0-2hr	1	H	Sfmbt	4.91263E-07	35.76923077
Physical	embryos0-2hr	1	H	sna	5.64982E-13	35.10638298
Physical	embryos0-2hr	1	H	disco	1.63681E-10	34.6473029
Physical	embryos0-2hr	1	H	h	2.06332E-21	34.16988417
Physical	embryos0-2hr	1	H	slp1	5.79808E-05	33.94495413
Physical	embryos0-2hr	1	H	twi	9.22094E-33	33.33333333
Physical	embryos0-2hr	1	H	hkb	1.70861E-05	31.10047847
Physical	embryos0-2hr	1	H	D	2.48914E-23	30.89295618
Physical	embryos0-2hr	1	H	mod(mdg4)	8.53111E-12	30.80660836
Physical	embryos0-2hr	1	H	dl	9.24259E-38	30.76923077
Physical	embryos0-2hr	1	H	Med	1.93856E-18	30.53817272
Physical	embryos0-2hr	1	H	gro	0.000247425	28.72928177
Physical	embryos0-2hr	1	H	CG3227	6.95031E-06	28.67737948
Physical	embryos0-2hr	1	H	cad	1.55854E-13	27.27637385
Physical	embryos0-2hr	1	M	su(Hw)	3.35154E-14	66.11295681
Physical	embryos0-2hr	1	L	CBP	1.1895E-106	79.29936306
Physical	embryos0-2hr	1	L	jumu	2.73455E-86	77.77777778
Physical	embryos0-2hr	1	L	Ubx	3.0344E-180	76.01410935
Physical	embryos0-2hr	1	L	ttk	1.80999E-33	69.44444444
Physical	embryos0-2hr	1	L	Snr1	2.38907E-17	68.91891892
Physical	embryos0-2hr	1	L	TfIIB	6.0251E-188	67.38305942
Physical	embryos0-2hr	1	L	phol	2.9765E-247	66.60098522
Physical	embryos0-2hr	1	L	GATAe	2.54532E-34	66.46706587
Physical	embryos0-2hr	1	L	mip120	0	64.90872211
Physical	embryos0-2hr	1	L	pho	1.4139E-187	63.23210412
Physical	embryos0-2hr	1	L	E2f2	5.4174E-155	62.90726817
Physical	embryos0-2hr	1	L	lin-52	1.9441E-130	61.77285319
Physical	embryos0-2hr	1	L	Myb	0	60.03460208
Physical	embryos0-2hr	1	L	kn	1.47758E-20	58.99280576
Physical	embryos0-2hr	1	L	mip130	9.4548E-151	57.8238342
Physical	embryos0-2hr	1	L	BEAF-32	0	57.17054264
Physical	embryos0-2hr	1	L	Med	1.3598E-273	56.19524406
Physical	embryos0-2hr	1	L	Dsp1	4.23008E-65	55.72815534
Physical	embryos0-2hr	1	L	disco	3.5392E-60	55.60165975
Physical	embryos0-2hr	1	L	trx	0	55.34026465
Physical	embryos0-2hr	1	L	brm	6.86378E-10	55.26315789
Physical	embryos0-2hr	1	L	Stat92E	0.000103592	54.83870968
Physical	embryos0-2hr	1	L	hkb	2.22729E-49	54.784689
Physical	embryos0-2hr	1	L	cnc	5.30401E-20	54.70588235
Physical	embryos0-2hr	1	L	kni	7.11941E-05	54.54545455
Physical	embryos0-2hr	1	L	ftz	2.14654E-08	53.62318841
Physical	embryos0-2hr	1	L	D	9.9525E-274	53.13366611
Physical	embryos0-2hr	1	L	h	1.0719E-122	52.7992278
Physical	embryos0-2hr	1	L	Chro	0	51.4084507
Physical	embryos0-2hr	1	L	slp1	2.18235E-20	50.91743119
Physical	embryos0-2hr	1	L	hb	1.24365E-45	50.50301811
Physical	embryos0-2hr	1	L	Nelf-E	1.74617E-21	50.20746888
Physical	embryos0-2hr	1	L	zfh1	1.37044E-12	50
Physical	embryos0-2hr	1	L	CG3227	1.88801E-75	49.9381953
Physical	embryos0-2hr	1	L	Sfmbt	2.88952E-22	49.61538462
Physical	embryos0-2hr	1	L	gt	1.10502E-15	49.45054945
Physical	embryos0-2hr	1	L	NELF-B	2.82405E-29	48.50948509
Physical	embryos0-2hr	1	L	bcd	4.38997E-17	48.16513761
Physical	embryos0-2hr	1	L	E(z)	1.45586E-35	47.22792608
Physical	embryos0-2hr	1	L	dl	0	47.22442506
Physical	embryos0-2hr	1	L	Cp190	0	46.43423138
Physical	embryos0-2hr	1	L	tll	1.85088E-06	46.34146341
Physical	embryos0-2hr	1	L	CTCF	2.3716E-206	45.67669173
Physical	embryos0-2hr	1	L	eve	2.50107E-10	45.22292994
Physical	embryos0-2hr	1	L	shn	3.50165E-05	44.92753623
Physical	embryos0-2hr	1	L	twi	1.9952E-122	44.50549451
Physical	embryos0-2hr	1	L	gsb-n	7.96215E-15	44.2687747
Physical	embryos0-2hr	1	L	z	1.45907E-22	43.50961538
Physical	embryos0-2hr	1	L	run	1.21517E-14	43.22344322
Physical	embryos0-2hr	1	L	sens	6.5167E-192	43.14568113
Physical	embryos0-2hr	1	L	da	7.02057E-61	42.19298246
Physical	embryos0-2hr	1	L	EcR	1.63061E-05	38.0952381
Physical	embryos0-2hr	1	L	Trl	2.3975E-99	36.99542239
Physical	embryos0-2hr	1	L	ph-p	4.09383E-12	36.62921348
Physical	embryos0-2hr	1	L	sna	1.03973E-14	36.34751773
Physical	embryos0-2hr	1	L	mod(mdg4)	7.06058E-28	36.34596696
Physical	embryos0-2hr	1	L	Mef2	2.33622E-18	36.31205674
Physical	embryos0-2hr	1	L	prd	1.27581E-10	36.18581907
Physical	embryos0-2hr	1	L	bin	6.80322E-06	35.37117904
Physical	embryos0-2hr	1	L	bab1	5.11539E-12	34.39065109
Physical	embryos0-2hr	1	L	Kr	1.50381E-20	34.06279734
Physical	embryos0-2hr	1	L	cad	9.51862E-52	32.61131167
Physical	embryos0-2hr	1	L	CtBP	3.47717E-08	32.31597846
Physical	embryos0-2hr	1	L	sxc	0.000480169	32.1888412
Physical	embryos0-2hr	1	L	inv	0.000255502	29.88235294
Physical	embryos4-6hr	2	H	CBP	1.0295E-08	70.2811245
Physical	embryos4-6hr	2	H	jumu	3.49602E-07	70
Physical	embryos4-6hr	2	H	disco	1.53742E-08	69.40298507
Physical	embryos4-6hr	2	H	TfIIB	1.20356E-18	69.04315197
Physical	embryos4-6hr	2	H	Dsp1	9.51001E-08	67.94425087
Physical	embryos4-6hr	2	H	Ubx	1.53777E-11	67.51740139
Physical	embryos4-6hr	2	H	z	0.000159624	66.85082873
Physical	embryos4-6hr	2	H	pho	9.4761E-14	65.86620926
Physical	embryos4-6hr	2	H	phol	5.04479E-15	64.9408284
Physical	embryos4-6hr	2	H	hkb	0.00034333	64.62882096
Physical	embryos4-6hr	2	H	h	2.01673E-08	63.4369287
Physical	embryos4-6hr	2	H	Med	3.64057E-17	62.58351893
Physical	embryos4-6hr	2	H	mod(mdg4)	0.000396888	61.76470588
Physical	embryos4-6hr	2	H	D	2.1239E-15	61.37787056
Physical	embryos4-6hr	2	H	sens	9.15259E-17	61.15537849
Physical	embryos4-6hr	2	H	mip120	3.27899E-14	61.04166667
Physical	embryos4-6hr	2	H	CTCF	1.34066E-14	61.00823045
Physical	embryos4-6hr	2	H	E2f2	0.000811993	59.96015936
Physical	embryos4-6hr	2	H	Myb	1.33004E-12	59.75024015
Physical	embryos4-6hr	2	H	trx	2.31441E-20	59.60717336
Physical	embryos4-6hr	2	H	BEAF-32	3.02545E-19	59.3220339
Physical	embryos4-6hr	2	H	Cp190	2.59877E-18	59.3003413
Physical	embryos4-6hr	2	H	dl	1.75132E-16	58.77413938
Physical	embryos4-6hr	2	H	twi	0.00029671	58.71056241
Physical	embryos4-6hr	2	H	Chro	2.5949E-15	57.93714746
Physical	embryos10-12hr	3	H	Trl	3.68641E-12	58.56269113
Physical	embryos10-12hr	3	H	su(Hw)	3.18954E-06	54.94137353
Physical	embryos10-12hr	3	H	Cp190	9.60111E-06	52.89256198
Physical	embryos10-12hr	3	H	cad	3.53333E-05	51.8
Physical	embryos10-12hr	3	L	twi	9.54757E-05	62.80991736
Physical	embryos10-12hr	3	L	sens	0.000753004	58.64361702
Physical	embryos10-12hr	4	H	cnc	4.81106E-07	92.30769231
Physical	embryos10-12hr	4	H	NELF-B	2.65794E-08	86
Physical	embryos10-12hr	4	H	Nelf-E	3.07917E-05	84.84848485
Physical	embryos10-12hr	4	H	bab1	0.00029033	79.31034483
Physical	embryos10-12hr	4	H	Mef2	0.000301301	78
Physical	embryos10-12hr	4	H	Trl	1.32194E-07	70.52896725
Physical	embryos10-12hr	4	L	TfIIB	0.000834412	47.87878788
Physical	embryos14-16hr	5	L	Mad	0.000362714	100
Physical	embryos14-16hr	5	L	bcd	5.3855E-06	91.66666667
Physical	embryos14-16hr	5	L	tin	4.26958E-07	91.42857143
Physical	embryos14-16hr	5	L	TfIIB	6.45803E-11	90.65934066
Physical	embryos14-16hr	5	L	prd	4.75071E-11	89.94974874
Physical	embryos14-16hr	5	L	gt	0.000372374	89.55223881
Physical	embryos14-16hr	5	L	ph-p	2.12102E-08	88.57142857
Physical	embryos14-16hr	5	L	Sfmbt	0.000106993	88.17204301
Physical	embryos14-16hr	5	L	hkb	2.10732E-05	86.92307692
Physical	embryos14-16hr	5	L	run	5.10908E-05	86.7768595
Physical	embryos14-16hr	5	L	h	6.9509E-14	86.72316384
Physical	embryos14-16hr	5	L	Pc	5.19032E-08	86.66666667
Physical	embryos14-16hr	5	L	disco	3.54934E-06	86.22754491
Physical	embryos14-16hr	5	L	hb	1.54383E-06	85.94594595
Physical	embryos14-16hr	5	L	Dsp1	3.369E-06	85.12820513
Physical	embryos14-16hr	5	L	Med	6.41054E-15	84.42622951
Physical	embryos14-16hr	5	L	pho	8.95946E-07	84.29752066
Physical	embryos14-16hr	5	L	da	3.24124E-12	83.93665158
Physical	embryos14-16hr	5	L	D	1.08712E-13	82.76481149
Physical	embryos14-16hr	5	L	sna	0.000239613	82.32323232
Physical	embryos14-16hr	5	L	z	0.000403561	81.90954774
Physical	embryos14-16hr	5	L	Kr	2.09267E-07	81.74807198
Physical	embryos14-16hr	5	L	twi	2.71523E-10	81.31868132
Physical	embryos14-16hr	5	L	chinmo	0.000734845	81.01851852
Physical	embryos14-16hr	5	L	dl	4.16474E-07	77.44845361
Physical	embryos14-16hr	6	L	Nelf-E	0.000205295	87.5
Physical	embryos14-16hr	6	L	prd	1.72094E-06	85.71428571
Physical	embryos14-16hr	6	L	NELF-B	9.83313E-05	80
Physical	embryos14-16hr	6	L	disco	0.000526754	80
Physical	embryos14-16hr	6	L	hkb	9.49572E-05	76.66666667
Physical	embryos14-16hr	6	L	bab1	1.52191E-07	70
Physical	embryos14-16hr	6	L	Trl	1.60742E-28	66.05744125
Physical	embryos14-16hr	6	L	Mef2	1.98781E-05	65.75342466
Physical	embryos14-16hr	6	L	phol	0.000626113	65.30612245
Physical	embryos14-16hr	6	L	dl	1.02667E-16	65.234375
Physical	embryos14-16hr	6	L	h	0.000430076	64.81481481
Physical	embryos14-16hr	6	L	Med	6.41127E-05	62.96296296
Physical	embryos14-16hr	6	L	D	3.75396E-06	62.06896552
Physical	embryos14-16hr	6	L	da	0.00016385	61.17647059
Physical	embryos14-16hr	6	L	twi	1.39102E-05	59.25925926
Physical	embryos14-16hr	6	L	BEAF-32	8.94969E-07	58.2010582
Physical	embryos14-16hr	6	L	trx	3.60073E-06	55.90909091
Physical	embryos14-16hr	6	L	Chro	1.04625E-07	54.98392283
Physical	embryos14-16hr	6	L	Myb	9.1625E-05	54.89130435
Physical	embryos14-16hr	6	L	CTCF	1.99845E-07	54.29447853
Physical	embryos14-16hr	6	L	Cp190	0.000188739	48.88392857
Physical	embryos16-18hr	7	H	NELF-B	5.32936E-05	83.48623853
Physical	embryos16-18hr	7	H	BEAF-32	1.42031E-09	80.32258065
Physical	embryos16-18hr	7	H	CG3227	2.57624E-05	79.89130435
Physical	embryos16-18hr	7	H	Chro	9.70097E-10	79.47976879
Physical	embryos16-18hr	7	H	Myb	2.23607E-05	78.57142857
Physical	embryos16-18hr	7	H	mip120	0.000740546	78.04878049
Physical	embryos16-18hr	7	H	trx	5.6576E-08	77.4535809
Physical	embryos16-18hr	7	H	mod(mdg4)	8.9465E-05	77.31092437
Physical	embryos16-18hr	7	H	phol	0.000980517	77.00534759
Physical	embryos16-18hr	7	H	CTCF	1.20576E-05	75.76601671
Physical	embryos16-18hr	7	H	Trl	7.43664E-12	75.40716612
Physical	embryos16-18hr	7	H	Cp190	4.18421E-05	75.20891365
Physical	embryos16-18hr	7	H	dl	0.000926073	71.21464226
Physical	embryos16-18hr	7	L	tll	0.000645984	60
Physical	L3larvaePS_1-2	8	H	chinmo	8.61869E-06	90.49079755
Physical	white_prepupae	11	H	Trl	2.56804E-06	63.07692308
Physical	pupae_WPP_3d	15	H	Chro	0.000636749	59.63636364
Physical	pupae_WPP_3d	15	L	tin	0.000289049	70.90909091
Physical	pupae_WPP_3d	15	L	prd	1.29196E-05	66.37168142
Physical	pupae_WPP_3d	15	L	Dsp1	2.14343E-05	65.78947368
Physical	pupae_WPP_3d	15	L	disco	0.000267505	65.2173913
Physical	pupae_WPP_3d	15	L	hb	0.000119286	65.04854369
Physical	pupae_WPP_3d	15	L	h	2.47343E-07	63.40206186
Physical	pupae_WPP_3d	15	L	da	5.82495E-09	62.60162602
Physical	pupae_WPP_3d	15	L	Kr	1.12123E-06	61.95121951
Physical	pupae_WPP_3d	15	L	pho	0.000337969	61.15107914
Physical	pupae_WPP_3d	15	L	phol	0.000261511	61.11111111
Physical	pupae_WPP_3d	15	L	Med	4.11043E-09	60.97560976
Physical	pupae_WPP_3d	15	L	twi	5.37343E-08	59.3442623
Physical	pupae_WPP_3d	15	L	D	1.04112E-06	57.44680851
Physical	pupae_WPP_3d	15	L	sens	0.000314965	55.59322034
Physical	pupae_WPP_3d	16	H	cad	2.83576E-07	53.37423313
Physical	pupae_WPP_3d	16	H	sens	0.000371169	51.30434783
Functional	embryos0-2hr	1	H	drm	6.64674E-21	100
Functional	embryos0-2hr	1	H	Awh	2.5095E-16	100
Functional	embryos0-2hr	1	H	caup	2.5095E-16	100
Functional	embryos0-2hr	1	H	noc	2.27726E-14	100
Functional	embryos0-2hr	1	H	vvl	2.05591E-12	100
Functional	embryos0-2hr	1	H	trh	9.21243E-12	100
Functional	embryos0-2hr	1	H	ara	1.84659E-10	100
Functional	embryos0-2hr	1	H	tsh	1.84659E-10	100
Functional	embryos0-2hr	1	H	bowl	8.26035E-10	100
Functional	embryos0-2hr	1	H	bi	3.693E-09	100
Functional	embryos0-2hr	1	H	HmgZ	1.46705E-06	100
Functional	embryos0-2hr	1	H	slou	1.46705E-06	100
Functional	embryos0-2hr	1	H	Oli	1.46705E-06	100
Functional	embryos0-2hr	1	H	crol	6.54027E-06	100
Functional	embryos0-2hr	1	H	ase	6.54027E-06	100
Functional	embryos0-2hr	1	H	tup	6.54027E-06	100
Functional	embryos0-2hr	1	H	fd96Cb	6.54027E-06	100
Functional	embryos0-2hr	1	H	dei	6.54027E-06	100
Functional	embryos0-2hr	1	H	CG34376	2.91409E-05	100
Functional	embryos0-2hr	1	H	Sox21b	2.91409E-05	100
Functional	embryos0-2hr	1	H	pnt	2.91409E-05	100
Functional	embryos0-2hr	1	H	sd	2.91409E-05	100
Functional	embryos0-2hr	1	H	knrl	0.000129767	100
Functional	embryos0-2hr	1	H	H2.0	0.000129767	100
Functional	embryos0-2hr	1	H	grn	0.000129767	100
Functional	embryos0-2hr	1	H	tap	0.000577538	100
Functional	embryos0-2hr	1	H	mid	0.000577538	100
Functional	embryos0-2hr	1	H	Optix	0.000577538	100
Functional	embryos0-2hr	1	H	klu	0.000577538	100
Functional	embryos0-2hr	1	H	zfh2	0.000577538	100
Functional	embryos0-2hr	1	H	gsb-n	2.31463E-23	97.36842105
Functional	embryos0-2hr	1	H	Scr	2.13086E-14	95.83333333
Functional	embryos0-2hr	1	H	fkh	3.94516E-13	95.45454545
Functional	embryos0-2hr	1	H	Dr	3.08084E-11	94.73684211
Functional	embryos0-2hr	1	H	mirr	3.08084E-11	94.73684211
Functional	embryos0-2hr	1	H	sob	5.53967E-10	94.11764706
Functional	embryos0-2hr	1	H	HGTX	2.16564E-18	93.93939394
Functional	embryos0-2hr	1	H	HLHm3	2.33569E-09	93.75
Functional	embryos0-2hr	1	H	pb	4.09636E-08	92.85714286
Functional	embryos0-2hr	1	H	B-H2	2.70938E-19	91.89189189
Functional	embryos0-2hr	1	H	CG14050	7.02757E-07	91.66666667
Functional	embryos0-2hr	1	H	abd-A	7.45487E-30	91.52542373
Functional	embryos0-2hr	1	H	gcm	1.17105E-05	90
Functional	embryos0-2hr	1	H	kn	1.17105E-05	90
Functional	embryos0-2hr	1	H	slp2	3.29949E-17	88.88888889
Functional	embryos0-2hr	1	H	HLHmbeta	4.71261E-05	88.88888889
Functional	embryos0-2hr	1	H	nerfin-1	4.71261E-05	88.88888889
Functional	embryos0-2hr	1	H	B-H1	1.32541E-16	88.57142857
Functional	embryos0-2hr	1	H	lab	0.000187345	87.5
Functional	embryos0-2hr	1	H	sens-2	0.000187345	87.5
Functional	embryos0-2hr	1	H	unpg	2.43493E-07	86.66666667
Functional	embryos0-2hr	1	H	ss	0.000733523	85.71428571
Functional	embryos0-2hr	1	H	unc-4	1.12878E-14	85.29411765
Functional	embryos0-2hr	1	H	slbo	5.48317E-22	84.90566038
Functional	embryos0-2hr	1	H	l(3)neo38	7.44982E-08	83.33333333
Functional	embryos0-2hr	1	H	Sp1	7.44982E-08	83.33333333
Functional	embryos0-2hr	1	H	NK7.1	7.44982E-08	83.33333333
Functional	embryos0-2hr	1	H	Vsx1	2.78598E-07	82.35294118
Functional	embryos0-2hr	1	H	disco	2.16681E-44	81.81818182
Functional	embryos0-2hr	1	H	bin	5.14438E-05	81.81818182
Functional	embryos0-2hr	1	H	SoxN	1.65029E-09	80
Functional	embryos0-2hr	1	H	rib	3.75409E-06	80
Functional	embryos0-2hr	1	H	Dll	1.34813E-05	78.57142857
Functional	embryos0-2hr	1	H	btd	3.49707E-11	78.125
Functional	embryos0-2hr	1	H	bap	1.61004E-09	77.77777778
Functional	embryos0-2hr	1	H	repo	9.92945E-07	77.77777778
Functional	embryos0-2hr	1	H	al	0.000678111	77.77777778
Functional	embryos0-2hr	1	H	nub	4.757E-05	76.92307692
Functional	embryos0-2hr	1	H	disco-r	3.47019E-06	76.47058824
Functional	embryos0-2hr	1	H	emc	1.952E-08	76
Functional	embryos0-2hr	1	H	C15	1.19277E-05	75
Functional	embryos0-2hr	1	H	Antp	4.0231E-05	73.33333333
Functional	embryos0-2hr	1	H	Abd-B	1.32264E-17	72.30769231
Functional	embryos0-2hr	1	H	gsb	1.50044E-11	70.45454545
Functional	embryos0-2hr	1	H	wor	7.54245E-10	70.27027027
Functional	embryos0-2hr	1	H	oc	0.000427466	69.23076923
Functional	embryos0-2hr	1	H	odd	1.50886E-10	69.04761905
Functional	embryos0-2hr	1	H	HLHm7	4.71043E-10	68.29268293
Functional	embryos0-2hr	1	H	Doc1	9.30974E-08	67.74193548
Functional	embryos0-2hr	1	H	bab1	9.30974E-08	67.74193548
Functional	embryos0-2hr	1	H	esg	9.13576E-11	67.39130435
Functional	embryos0-2hr	1	H	zfh1	1.77267E-08	66.66666667
Functional	embryos0-2hr	1	H	opa	1.39091E-05	65.2173913
Functional	embryos0-2hr	1	H	PHDP	0.000117794	61.9047619
Functional	embryos0-2hr	1	H	Mef2	7.12047E-19	61.0619469
Functional	embryos0-2hr	1	H	croc	1.48001E-05	60.71428571
Functional	embryos0-2hr	1	H	HLHmgamma	6.25235E-08	60
Functional	embryos0-2hr	1	H	pdm2	1.04222E-05	60
Functional	embryos0-2hr	1	H	prd	2.65692E-18	59.16666667
Functional	embryos0-2hr	1	H	fd102C	0.000158136	58.33333333
Functional	embryos0-2hr	1	H	Ubx	7.48888E-09	57.89473684
Functional	embryos0-2hr	1	H	sens	3.73066E-12	56.97674419
Functional	embryos0-2hr	1	H	Doc3	3.55046E-05	56.25
Functional	embryos0-2hr	1	H	inv	4.62854E-12	54.63917526
Functional	embryos0-2hr	1	H	HLHmdelta	0.000725678	54.16666667
Functional	embryos0-2hr	1	H	ems	2.22096E-05	52.38095238
Functional	embryos0-2hr	1	H	kni	1.51218E-05	52.27272727
Functional	embryos0-2hr	1	H	tin	6.49533E-13	48.99328859
Functional	embryos0-2hr	1	H	Hmx	6.13683E-05	48
Functional	embryos0-2hr	1	H	en	2.30334E-14	47.8021978
Functional	embryos0-2hr	1	H	HLHm5	0.000286434	47.61904762
Functional	embryos0-2hr	1	H	Dfd	0.000423483	46.51162791
Functional	embryos0-2hr	1	H	slp1	3.34885E-06	42.7184466
Functional	embryos0-2hr	1	H	run	1.06525E-08	41.76470588
Functional	embryos0-2hr	1	H	h	1.02267E-08	40.86021505
Functional	embryos0-2hr	1	H	cad	7.63227E-12	39.86254296
Functional	embryos0-2hr	1	H	Trl	1.05824E-44	36.55988858
Functional	embryos0-2hr	1	H	twi	1.95753E-13	35.2530541
Functional	embryos0-2hr	1	H	chinmo	0.00016987	31.97026022
Functional	embryos0-2hr	1	H	sna	7.95236E-06	31.05726872
Functional	embryos0-2hr	1	H	Kr	2.48205E-05	29.9047619
Functional	embryos0-2hr	1	H	D	9.08624E-07	29.62466488
Functional	embryos0-2hr	1	M	CG12609	9.71728E-20	100
Functional	embryos0-2hr	1	M	CG7691	3.67161E-14	100
Functional	embryos0-2hr	1	M	CG3491	1.85496E-10	100
Functional	embryos0-2hr	1	L	CG2712	5.36598E-45	100
Functional	embryos0-2hr	1	L	G9a	5.09491E-43	100
Functional	embryos0-2hr	1	L	CG12219	4.22539E-37	100
Functional	embryos0-2hr	1	L	Br140	1.50741E-30	100
Functional	embryos0-2hr	1	L	NC2alpha	1.01867E-22	100
Functional	embryos0-2hr	1	L	pad	4.55933E-22	100
Functional	embryos0-2hr	1	L	CG34422	2.03949E-21	100
Functional	embryos0-2hr	1	L	CG8319	1.42562E-15	100
Functional	embryos0-2hr	1	L	usp	1.25239E-13	100
Functional	embryos0-2hr	1	L	CG9609	1.25239E-13	100
Functional	embryos0-2hr	1	L	CG2678	2.46798E-12	100
Functional	embryos0-2hr	1	L	CG8388	9.51952E-10	100
Functional	embryos0-2hr	1	L	l(1)sc	4.21283E-09	100
Functional	embryos0-2hr	1	L	Aef1	4.21283E-09	100
Functional	embryos0-2hr	1	L	achi	4.21283E-09	100
Functional	embryos0-2hr	1	L	lilli	1.86333E-08	100
Functional	embryos0-2hr	1	L	CG15011	1.86333E-08	100
Functional	embryos0-2hr	1	L	CG10669	1.86333E-08	100
Functional	embryos0-2hr	1	L	term	8.23691E-08	100
Functional	embryos0-2hr	1	L	chn	3.63911E-07	100
Functional	embryos0-2hr	1	L	CG11456	7.09135E-06	100
Functional	embryos0-2hr	1	L	sima	3.12775E-05	100
Functional	embryos0-2hr	1	L	CG10959	3.12775E-05	100
Functional	embryos0-2hr	1	L	ovo	3.12775E-05	100
Functional	embryos0-2hr	1	L	Hnf4	3.12775E-05	100
Functional	embryos0-2hr	1	L	CG31782	3.12775E-05	100
Functional	embryos0-2hr	1	L	cyc	0.000137878	100
Functional	embryos0-2hr	1	L	Ravus	0.000607456	100
Functional	embryos0-2hr	1	L	CG6792	0.000607456	100
Functional	embryos0-2hr	1	L	CG8089	0.000607456	100
Functional	embryos0-2hr	1	L	CG6813	0.000607456	100
Functional	embryos0-2hr	1	L	Mes4	2.05276E-88	99.27007299
Functional	embryos0-2hr	1	L	BtbVII	2.56385E-72	99.11504425
Functional	embryos0-2hr	1	L	Gug	5.08328E-61	98.95833333
Functional	embryos0-2hr	1	L	Smr	1.92787E-52	98.79518072
Functional	embryos0-2hr	1	L	CG10543	3.71821E-49	98.71794872
Functional	embryos0-2hr	1	L	CG1832	1.1668E-121	98.44559585
Functional	embryos0-2hr	1	L	CG3407	4.7829E-131	98.0952381
Functional	embryos0-2hr	1	L	Taf1	3.0023E-157	98.00796813
Functional	embryos0-2hr	1	L	NFAT	2.84272E-30	97.95918367
Functional	embryos0-2hr	1	L	az2	1.25637E-29	97.91666667
Functional	embryos0-2hr	1	L	CG1647	5.4498E-201	97.80564263
Functional	embryos0-2hr	1	L	CG5669	1.078E-27	97.77777778
Functional	embryos0-2hr	1	L	CG3838	4.01887E-25	97.56097561
Functional	embryos0-2hr	1	L	CG18011	1.7522E-172	97.49103943
Functional	embryos0-2hr	1	L	brat	2.2061E-127	97.1563981
Functional	embryos0-2hr	1	L	Deaf1	1.13848E-83	97.14285714
Functional	embryos0-2hr	1	L	cic	7.96972E-42	97.14285714
Functional	embryos0-2hr	1	L	CG11902	1.21401E-20	97.05882353
Functional	embryos0-2hr	1	L	stc	1.6411E-160	96.98113208
Functional	embryos0-2hr	1	L	apt	2.28549E-19	96.875
Functional	embryos0-2hr	1	L	CG12299	1.5257E-153	96.8627451
Functional	embryos0-2hr	1	L	jigr1	3.7035E-143	96.66666667
Functional	embryos0-2hr	1	L	FBgn0003013	1.26038E-87	96.6442953
Functional	embryos0-2hr	1	L	CG17568	1.4839E-120	96.56862745
Functional	embryos0-2hr	1	L	CG10979	1.84527E-17	96.55172414
Functional	embryos0-2hr	1	L	CG11398	1.84527E-17	96.55172414
Functional	embryos0-2hr	1	L	CG32767	5.609E-101	96.51162791
Functional	embryos0-2hr	1	L	MESR4	1.6213E-189	96.50793651
Functional	embryos0-2hr	1	L	CG13775	8.19771E-33	96.42857143
Functional	embryos0-2hr	1	L	D19B	1.8512E-114	96.41025641
Functional	embryos0-2hr	1	L	CG11906	6.3905E-120	96.11650485
Functional	embryos0-2hr	1	L	Nf-YB	9.11323E-44	96.05263158
Functional	embryos0-2hr	1	L	CG6791	2.3962E-145	95.98393574
Functional	embryos0-2hr	1	L	chm	1.6634E-129	95.96412556
Functional	embryos0-2hr	1	L	ash1	3.8229E-128	95.92760181
Functional	embryos0-2hr	1	L	CG6905	6.5685E-142	95.90163934
Functional	embryos0-2hr	1	L	CG6854	4.57E-167	95.8041958
Functional	embryos0-2hr	1	L	CG15601	1.47911E-40	95.77464789
Functional	embryos0-2hr	1	L	Set2	2.0241E-193	95.74468085
Functional	embryos0-2hr	1	L	fs(1)h	4.97553E-93	95.70552147
